Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification,average_price_usd_2020
X1,2012,Middle East,Silver,Hybrid,Automatic,3.4,17219,91703,High,38577.0
X1,2015,Asia,Silver,Petrol,Manual,4.3,121034,53427,Low,37355.0
X6,2018,North America,Silver,Hybrid,Manual,4.3,66991,74536,High,66719.0
i8,2014,North America,Blue,Hybrid,Automatic,4.5,60695,104265,Low,143121.0
X1,2010,Europe,Grey,Petrol,Automatic,3.1,95496,51404,High,36867.0
5 Series,2010,North America,Silver,Diesel,Manual,3.9,164622,56682,High,37477.0
X5,2012,South America,Blue,Petrol,Manual,2.0,5230,70117,Low,56798.0
X5,2013,Middle East,Silver,Electric,Manual,4.5,115449,66990,High,56487.0
M5,2012,Middle East,Red,Electric,Automatic,2.6,180070,101687,Low,113645.0
3 Series,2015,Europe,White,Hybrid,Automatic,2.7,119830,117563,High,39271.0
X5,2021,South America,Grey,Electric,Automatic,3.8,21000,51585,Low,55250.0
3 Series,2024,North America,Grey,Electric,Automatic,3.6,52869,105148,Low,38097.0
X6,2017,Europe,Grey,Petrol,Automatic,4.2,73579,116998,Low,61276.0
M5,2010,South America,White,Hybrid,Automatic,3.7,89581,32271,High,112788.0
5 Series,2017,South America,Blue,Hybrid,Automatic,4.5,101774,40056,High,31002.0
3 Series,2020,Europe,Silver,Diesel,Manual,3.4,127999,37024,Low,35999.0
X5,2010,South America,Blue,Hybrid,Manual,3.0,90368,96169,Low,56371.0
i3,2016,South America,Blue,Electric,Manual,1.6,8778,90557,Low,44399.0
X5,2018,Africa,Black,Diesel,Automatic,4.8,198863,94598,Low,56062.0
7 Series,2023,South America,Grey,Diesel,Automatic,4.6,73460,59440,High,90779.0
X6,2024,Middle East,Blue,Electric,Manual,3.2,38018,70038,Low,61969.0
i8,2017,North America,Black,Diesel,Automatic,2.1,17423,96448,Low,151795.0
M3,2022,Middle East,Grey,Electric,Manual,2.0,185503,43774,High,73557.0
M5,2024,Middle East,White,Diesel,Manual,2.4,105945,66162,Low,111294.0
M3,2011,Asia,Silver,Petrol,Manual,4.3,88936,107989,Low,71715.0
M5,2011,South America,White,Electric,Manual,3.3,146128,74024,Low,108833.0
M3,2015,Middle East,Blue,Hybrid,Automatic,3.6,153775,32969,Low,76479.0
3 Series,2013,Asia,Silver,Petrol,Automatic,3.6,178607,44092,Low,36090.0
X3,2017,North America,Silver,Hybrid,Automatic,1.6,90379,95322,Low,40558.0
5 Series,2024,Asia,Red,Electric,Automatic,4.5,50322,55422,Low,33210.0
7 Series,2019,South America,Silver,Diesel,Manual,3.2,96224,50404,Low,89969.0
X3,2023,Africa,Silver,Diesel,Automatic,3.0,154366,105666,Low,43068.0
5 Series,2013,Africa,Silver,Electric,Automatic,3.3,70143,83412,Low,35225.0
5 Series,2019,Europe,Red,Diesel,Automatic,2.8,107912,99958,Low,33413.0
X1,2020,North America,Red,Petrol,Manual,3.3,191470,43708,High,37341.0
3 Series,2014,Middle East,Silver,Hybrid,Manual,2.0,81803,37667,Low,37708.0
i8,2018,South America,Black,Diesel,Manual,4.9,13856,57743,Low,149281.0
M3,2014,Asia,White,Diesel,Automatic,1.6,80028,38117,Low,77920.0
5 Series,2022,South America,Red,Hybrid,Manual,3.2,71564,38778,Low,30754.0
M3,2020,North America,Grey,Petrol,Automatic,2.2,194754,108598,Low,71975.0
X1,2013,South America,White,Petrol,Manual,4.9,162807,50636,Low,35577.0
3 Series,2019,Middle East,Black,Diesel,Manual,4.1,128852,88332,High,36672.0
M5,2016,South America,Silver,Electric,Manual,2.4,15462,87512,Low,112817.0
M3,2010,North America,Blue,Electric,Automatic,3.2,19682,87053,Low,72091.0
M3,2020,South America,Grey,Electric,Manual,1.7,21086,69003,Low,73745.0
i3,2015,South America,Grey,Diesel,Manual,3.4,80204,107557,Low,41984.0
5 Series,2017,Asia,Grey,Electric,Manual,1.8,30943,102021,Low,31877.0
5 Series,2010,North America,Red,Electric,Manual,4.3,5182,64915,Low,32097.0
X3,2017,North America,Silver,Diesel,Manual,1.7,40145,89671,Low,44880.0
X5,2016,Asia,White,Petrol,Automatic,1.5,20715,94482,Low,58628.0
i8,2018,Middle East,Black,Hybrid,Manual,4.8,23423,70231,Low,158207.0
7 Series,2020,Asia,Black,Hybrid,Manual,1.8,172397,76280,Low,88416.0
3 Series,2012,Europe,Red,Petrol,Manual,2.5,71070,70908,Low,36400.0
7 Series,2011,South America,Red,Hybrid,Automatic,4.1,65778,70260,High,88555.0
M5,2016,Middle East,Black,Diesel,Automatic,3.4,86452,32226,Low,109288.0
5 Series,2020,North America,Red,Diesel,Automatic,4.8,7905,77051,Low,30135.0
X1,2010,Asia,Black,Diesel,Manual,1.5,177564,34687,Low,37695.0
i8,2019,Europe,Black,Diesel,Automatic,1.6,166448,67954,High,154561.0
M3,2022,Africa,Blue,Electric,Manual,3.5,30776,31298,Low,76698.0
X5,2012,South America,White,Diesel,Manual,4.1,93149,35466,Low,56564.0
X5,2015,Asia,Grey,Hybrid,Manual,4.3,20083,78022,High,57641.0
i3,2014,Asia,Black,Hybrid,Automatic,2.3,196324,94931,Low,42907.0
X3,2018,Middle East,Grey,Hybrid,Automatic,4.1,99748,51076,Low,42033.0
X5,2016,Africa,Grey,Hybrid,Automatic,4.4,21842,118955,Low,55213.0
M3,2010,Asia,Silver,Hybrid,Automatic,2.9,136053,65629,Low,73796.0
X1,2016,Middle East,Grey,Petrol,Manual,3.7,27743,50351,High,36201.0
M3,2013,Europe,Blue,Electric,Manual,3.4,156410,67487,High,75911.0
X6,2020,South America,Grey,Diesel,Automatic,3.6,68209,31725,Low,60492.0
X5,2016,Europe,Blue,Electric,Manual,2.5,120420,36779,Low,55499.0
X6,2015,South America,White,Diesel,Manual,3.9,38586,114096,Low,68772.0
5 Series,2016,South America,Silver,Petrol,Manual,4.0,195339,52503,Low,32034.0
X3,2013,Europe,White,Diesel,Manual,2.2,180366,59089,Low,43543.0
3 Series,2012,Africa,Blue,Petrol,Manual,3.1,16974,114788,High,36243.0
M5,2021,Europe,Grey,Hybrid,Automatic,3.0,83515,100612,Low,108305.0
M3,2014,Africa,Grey,Diesel,Manual,4.1,108357,59518,Low,77989.0
M3,2023,Europe,White,Diesel,Manual,3.2,72381,116596,Low,70261.0
X1,2012,North America,Red,Diesel,Automatic,3.8,64117,56418,Low,39562.0
X5,2013,North America,White,Hybrid,Manual,2.4,130714,114210,Low,56754.0
i3,2017,North America,Red,Electric,Manual,2.3,177890,105044,Low,42330.0
M3,2013,Asia,Silver,Diesel,Automatic,1.6,82813,58719,Low,77198.0
M3,2020,Asia,White,Petrol,Automatic,3.9,145517,87044,Low,71545.0
M5,2012,South America,Red,Petrol,Automatic,5.0,121682,89270,High,113161.0
M5,2016,South America,Red,Hybrid,Automatic,2.6,176935,99340,Low,109266.0
7 Series,2010,North America,Silver,Diesel,Automatic,3.6,79556,92219,Low,91000.0
i8,2019,Asia,Red,Diesel,Manual,2.3,109971,78477,Low,147977.0
i3,2015,Europe,Red,Electric,Manual,4.0,187951,84665,High,40065.0
X5,2012,Middle East,Black,Diesel,Automatic,3.9,166342,70896,Low,57957.0
M5,2016,North America,Black,Diesel,Manual,2.3,53601,88484,High,106769.0
5 Series,2017,Europe,Blue,Diesel,Manual,2.7,48950,108740,Low,30356.0
M5,2014,Middle East,Grey,Electric,Automatic,4.6,152249,114096,Low,113718.0
5 Series,2014,North America,Black,Electric,Manual,2.1,180518,106147,Low,33644.0
5 Series,2021,North America,White,Electric,Manual,4.4,4437,92038,Low,36063.0
3 Series,2011,Asia,Red,Petrol,Manual,2.1,133544,108681,High,39868.0
M5,2017,South America,White,Petrol,Manual,3.2,53041,82981,High,113011.0
X5,2019,North America,Black,Petrol,Automatic,3.2,107962,46979,Low,58263.0
7 Series,2010,Asia,Grey,Electric,Manual,2.5,37607,47679,High,86608.0
X1,2019,Europe,Grey,Diesel,Automatic,2.4,166324,59072,Low,35006.0
X3,2018,South America,Black,Hybrid,Automatic,4.1,110309,86212,Low,44602.0
M3,2010,Middle East,Red,Hybrid,Manual,3.6,63144,71245,Low,72194.0
3 Series,2010,Africa,Blue,Electric,Manual,4.5,91633,31988,Low,39142.0
7 Series,2016,Africa,Red,Hybrid,Automatic,4.4,45597,84743,Low,94570.0
M5,2013,Europe,White,Petrol,Manual,2.1,112950,56831,Low,106798.0
3 Series,2021,Middle East,Red,Electric,Automatic,3.8,107732,38829,Low,38928.0
3 Series,2016,Asia,Grey,Hybrid,Manual,3.6,119612,73260,High,37084.0
i8,2014,Africa,Blue,Electric,Manual,2.5,145063,70754,Low,159471.0
X3,2021,Asia,Red,Electric,Automatic,2.9,90568,107664,Low,40923.0
X1,2016,Europe,White,Hybrid,Manual,3.4,5549,115142,Low,39642.0
X6,2019,Africa,Grey,Hybrid,Manual,4.3,36214,49222,Low,62905.0
3 Series,2016,North America,Red,Electric,Automatic,4.0,51801,90815,Low,37635.0
7 Series,2013,North America,Blue,Hybrid,Automatic,3.2,134843,94379,High,87699.0
X5,2017,Asia,Black,Diesel,Manual,3.5,8483,58620,Low,59820.0
M3,2011,Europe,Blue,Diesel,Manual,3.2,60588,111102,High,75781.0
X5,2018,North America,Silver,Petrol,Manual,4.5,5597,119519,Low,55843.0
3 Series,2014,North America,White,Diesel,Automatic,2.1,74319,49735,High,35621.0
i3,2018,North America,Blue,Electric,Automatic,2.1,120456,38981,High,41324.0
X3,2024,Africa,Blue,Hybrid,Manual,4.2,74510,113495,High,43208.0
3 Series,2018,South America,Silver,Diesel,Manual,4.5,42426,118788,Low,37084.0
5 Series,2023,Middle East,Black,Electric,Automatic,1.8,162645,83462,Low,30627.0
7 Series,2017,Asia,Grey,Diesel,Automatic,4.2,21070,31760,Low,96196.0
X6,2017,Africa,White,Diesel,Manual,3.0,49411,82233,Low,63168.0
M3,2013,Europe,Red,Hybrid,Manual,4.9,127498,60695,Low,72361.0
7 Series,2013,Asia,Black,Electric,Automatic,4.6,148501,41592,Low,90806.0
M3,2015,Asia,Silver,Hybrid,Manual,3.1,25653,66242,High,75430.0
X6,2012,North America,Silver,Petrol,Manual,4.8,76633,55096,Low,63654.0
M3,2011,Middle East,White,Petrol,Manual,4.9,4610,76473,Low,78831.0
i8,2017,Europe,Grey,Diesel,Automatic,1.7,12128,45499,Low,146067.0
5 Series,2017,Asia,Grey,Electric,Manual,3.2,147128,81309,Low,33425.0
i8,2016,Asia,Blue,Electric,Manual,1.8,168459,31255,Low,143583.0
M5,2015,Africa,Red,Electric,Automatic,4.9,162497,102960,Low,105373.0
M3,2015,Europe,Blue,Hybrid,Automatic,4.1,75620,59124,High,71860.0
3 Series,2019,Africa,Red,Petrol,Automatic,4.6,196615,117331,Low,38256.0
3 Series,2023,Middle East,White,Electric,Manual,4.9,185219,36592,High,35708.0
X3,2014,Europe,Silver,Diesel,Automatic,2.8,145707,92475,Low,42520.0
7 Series,2022,North America,Red,Petrol,Manual,3.9,185024,104870,Low,96882.0
X5,2017,South America,Black,Electric,Manual,2.1,52101,112829,Low,57960.0
X3,2020,Europe,Grey,Electric,Manual,2.2,128120,74112,Low,44432.0
X6,2021,Africa,Black,Electric,Automatic,2.1,51495,46246,Low,61005.0
i8,2014,North America,Grey,Diesel,Automatic,1.8,57890,46180,Low,159936.0
i8,2016,South America,Silver,Electric,Manual,3.5,83838,39288,Low,148129.0
3 Series,2015,Middle East,Red,Electric,Automatic,4.8,166705,42164,Low,38601.0
7 Series,2020,North America,Grey,Hybrid,Automatic,1.9,150951,32669,Low,92186.0
X1,2024,Europe,Red,Diesel,Automatic,3.3,122634,110285,High,36103.0
X3,2016,Africa,Red,Electric,Automatic,3.9,35137,86744,Low,44235.0
X6,2022,Asia,Blue,Petrol,Automatic,3.2,179322,77586,Low,65409.0
5 Series,2018,Middle East,Silver,Hybrid,Manual,4.7,82961,114241,High,35766.0
M3,2019,Africa,Red,Hybrid,Automatic,1.6,105029,52360,Low,71209.0
X1,2016,North America,White,Diesel,Manual,2.8,69665,76628,Low,37598.0
X1,2019,Africa,Blue,Hybrid,Automatic,2.4,16660,58668,Low,36715.0
X6,2012,Asia,Red,Hybrid,Manual,2.1,171481,54557,Low,64678.0
X3,2011,Asia,Grey,Diesel,Automatic,2.2,113929,74581,Low,40886.0
X6,2021,Asia,Silver,Electric,Automatic,3.0,118287,99407,Low,68870.0
M3,2016,South America,White,Hybrid,Manual,4.8,55062,119216,High,79437.0
M5,2013,South America,Grey,Petrol,Automatic,3.6,114409,100835,Low,111620.0
5 Series,2010,North America,Black,Electric,Manual,3.2,18836,52343,Low,37789.0
X5,2015,Africa,Blue,Hybrid,Manual,2.8,59452,114255,High,56137.0
5 Series,2020,Asia,Silver,Electric,Manual,3.3,63786,105702,Low,37169.0
X1,2015,Europe,Black,Diesel,Automatic,4.1,30393,74979,Low,37936.0
7 Series,2015,Asia,Blue,Hybrid,Manual,4.4,22538,46180,Low,85810.0
3 Series,2011,Europe,White,Electric,Manual,3.8,91924,37070,High,39501.0
X1,2010,South America,Blue,Hybrid,Automatic,4.3,15736,37894,High,38463.0
X6,2012,Asia,Grey,Hybrid,Manual,1.8,115087,41940,High,62414.0
7 Series,2021,Africa,Grey,Petrol,Automatic,1.6,190624,43424,High,98967.0
X5,2023,Africa,Blue,Petrol,Automatic,4.1,97752,80221,Low,59669.0
3 Series,2011,Africa,White,Electric,Automatic,2.4,28832,99755,High,39636.0
7 Series,2015,North America,Grey,Electric,Manual,4.6,14948,42731,Low,85332.0
3 Series,2022,Middle East,Red,Petrol,Manual,3.4,61943,105389,High,38593.0
M3,2021,Europe,White,Hybrid,Automatic,3.2,160353,31752,High,71315.0
3 Series,2015,South America,Grey,Diesel,Automatic,4.2,7283,66015,High,37370.0
X6,2022,Asia,Silver,Diesel,Automatic,4.1,22403,51901,High,66861.0
X6,2014,South America,Red,Hybrid,Automatic,4.0,193243,85458,Low,66244.0
i8,2019,South America,Red,Diesel,Manual,3.9,30239,59581,High,145164.0
X5,2019,Middle East,Red,Electric,Automatic,3.3,85283,91202,High,58544.0
7 Series,2014,Middle East,Black,Petrol,Manual,4.7,14435,107172,Low,96949.0
X6,2018,North America,Grey,Electric,Automatic,4.6,43986,68993,Low,66925.0
X3,2023,South America,Blue,Diesel,Manual,2.7,160055,89393,Low,43963.0
3 Series,2014,Asia,Blue,Electric,Manual,4.3,50775,43304,Low,38723.0
X6,2022,Middle East,Blue,Diesel,Automatic,4.6,44162,61102,Low,63549.0
X3,2019,Asia,Blue,Petrol,Automatic,3.7,1165,114802,Low,44691.0
3 Series,2015,North America,Grey,Hybrid,Automatic,3.4,180703,65194,Low,36590.0
3 Series,2020,Europe,Blue,Electric,Automatic,3.9,12534,40251,Low,39436.0
X6,2013,Africa,Red,Petrol,Manual,2.1,33886,68707,Low,62281.0
X1,2019,North America,Blue,Electric,Manual,1.8,97825,99839,High,39960.0
M3,2023,Asia,Black,Diesel,Automatic,4.4,22750,113857,Low,76136.0
X6,2023,Asia,White,Hybrid,Manual,3.5,4131,85421,Low,61628.0
M5,2024,Asia,Silver,Petrol,Manual,1.9,188066,42706,Low,105972.0
X5,2010,Africa,Grey,Petrol,Automatic,3.0,170496,47463,Low,55101.0
5 Series,2013,North America,White,Electric,Manual,2.5,119278,46159,Low,36413.0
M5,2011,Middle East,Black,Diesel,Automatic,4.6,138471,62841,Low,109107.0
i8,2019,Africa,Blue,Electric,Automatic,3.3,190348,76752,High,143485.0
i3,2016,South America,Silver,Hybrid,Manual,2.3,156658,93830,Low,42552.0
i3,2016,Middle East,White,Hybrid,Manual,4.3,135242,102349,Low,44081.0
X1,2010,Middle East,Blue,Hybrid,Manual,4.8,28312,53213,Low,35730.0
3 Series,2017,South America,Silver,Electric,Automatic,4.3,127295,42352,Low,35933.0
M3,2016,Middle East,White,Hybrid,Automatic,3.2,36740,57080,High,77452.0
5 Series,2010,Asia,Red,Petrol,Automatic,4.4,82044,30864,High,33822.0
5 Series,2017,Africa,Blue,Diesel,Automatic,2.2,191678,55551,Low,35689.0
M5,2023,Asia,Black,Hybrid,Automatic,1.9,126676,80435,High,110907.0
X5,2011,Africa,Blue,Hybrid,Manual,2.1,35915,106914,Low,57376.0
3 Series,2017,South America,Silver,Electric,Automatic,2.4,27699,64054,High,38194.0
X5,2012,Asia,Grey,Hybrid,Manual,3.5,16588,105869,Low,59584.0
3 Series,2019,Africa,Black,Petrol,Manual,2.9,4290,67698,High,35212.0
X5,2016,South America,White,Electric,Manual,4.5,176075,118774,Low,57387.0
5 Series,2022,South America,Silver,Petrol,Manual,2.3,48558,51849,High,30254.0
M3,2015,Europe,Red,Diesel,Automatic,5.0,89505,42135,Low,78624.0
X5,2020,Europe,Black,Petrol,Manual,2.0,134707,95743,Low,59071.0
X1,2019,Asia,Silver,Petrol,Manual,3.5,36401,30497,Low,35475.0
M3,2023,Asia,Blue,Diesel,Manual,4.9,97347,63085,Low,76882.0
X1,2011,North America,Black,Diesel,Manual,2.4,187184,93800,Low,39527.0
X5,2011,Middle East,Black,Petrol,Automatic,3.0,65606,76238,Low,59895.0
X5,2022,Asia,Silver,Electric,Manual,3.0,188216,68666,Low,58184.0
7 Series,2021,Asia,Blue,Electric,Automatic,1.8,95810,46925,High,90306.0
M5,2010,Middle East,Silver,Petrol,Automatic,2.8,51240,106274,Low,106514.0
7 Series,2023,Africa,White,Hybrid,Automatic,3.2,140700,78715,Low,95575.0
M3,2018,North America,Grey,Diesel,Automatic,2.5,102056,96521,Low,72142.0
M5,2020,North America,White,Electric,Manual,2.0,102228,37785,Low,110613.0
X6,2017,Asia,White,Petrol,Manual,4.7,78509,114157,Low,64912.0
7 Series,2017,South America,Black,Hybrid,Manual,1.6,126232,61688,Low,94804.0
X3,2010,South America,Silver,Electric,Automatic,2.9,54530,118777,Low,44734.0
5 Series,2014,North America,Blue,Electric,Automatic,4.1,180253,97342,Low,31697.0
7 Series,2021,Africa,White,Petrol,Manual,2.6,118886,35023,High,99266.0
7 Series,2015,Asia,Black,Diesel,Automatic,3.1,132949,45864,Low,89682.0
X6,2019,Europe,Black,Petrol,Manual,4.2,23043,78942,High,65385.0
M5,2024,Europe,White,Petrol,Manual,4.9,51655,85761,Low,113896.0
M5,2014,Europe,Blue,Electric,Automatic,3.9,74130,58280,High,109797.0
X6,2015,North America,White,Diesel,Manual,2.4,68180,105705,High,65028.0
i8,2018,Africa,Blue,Electric,Automatic,2.5,113536,64140,Low,157548.0
7 Series,2024,Middle East,Silver,Diesel,Automatic,4.4,126312,103880,Low,94692.0
i3,2019,Europe,Silver,Diesel,Automatic,3.0,48915,114876,High,40440.0
M3,2010,Africa,Blue,Petrol,Manual,2.8,109033,93499,Low,76113.0
7 Series,2022,Middle East,Black,Electric,Automatic,4.8,53626,59692,High,98437.0
X1,2019,South America,Black,Electric,Manual,1.5,95951,116306,Low,35280.0
3 Series,2021,Asia,Silver,Diesel,Manual,4.2,188807,119350,High,39824.0
X1,2018,Middle East,Black,Electric,Manual,4.1,158472,62229,Low,38609.0
M3,2024,Europe,Grey,Petrol,Automatic,2.8,105510,31733,High,71285.0
X5,2023,Africa,Red,Hybrid,Manual,3.4,124026,85741,Low,58187.0
7 Series,2010,North America,Red,Diesel,Manual,1.5,133865,100448,Low,95482.0
5 Series,2010,North America,Grey,Electric,Automatic,3.4,61649,77301,Low,30722.0
X6,2010,Europe,Silver,Petrol,Automatic,3.6,113550,79905,Low,62042.0
i8,2016,South America,Red,Hybrid,Manual,4.6,25423,57774,Low,145151.0
X6,2022,Africa,Grey,Diesel,Automatic,2.2,70484,75536,Low,61632.0
X6,2014,Europe,White,Diesel,Manual,4.4,182510,60084,Low,62838.0
X5,2015,North America,Blue,Hybrid,Automatic,4.0,54168,57694,Low,59082.0
5 Series,2022,Africa,Silver,Hybrid,Manual,3.8,12790,48836,Low,31505.0
M5,2017,Europe,White,Petrol,Automatic,4.0,132784,52678,Low,112545.0
7 Series,2023,Africa,Black,Electric,Manual,5.0,86600,48093,High,95769.0
X1,2022,Asia,Blue,Hybrid,Automatic,2.9,83941,49144,Low,39645.0
3 Series,2011,Asia,White,Petrol,Automatic,4.7,195918,57958,Low,36164.0
3 Series,2022,South America,White,Diesel,Manual,3.6,76492,58463,Low,39592.0
X3,2011,Africa,Silver,Diesel,Automatic,4.5,24124,84614,Low,44204.0
7 Series,2012,Asia,Grey,Hybrid,Automatic,4.4,68375,118589,High,99878.0
X5,2022,Africa,Red,Diesel,Manual,4.4,178354,49438,Low,56263.0
X6,2012,Asia,Grey,Diesel,Automatic,4.2,105504,47859,Low,66615.0
i3,2013,North America,Silver,Diesel,Manual,2.6,78731,88996,Low,40870.0
X5,2012,Middle East,Blue,Electric,Automatic,3.3,185993,114165,Low,56510.0
X1,2011,Africa,Grey,Hybrid,Manual,2.5,103157,59687,Low,38293.0
i8,2018,Africa,Red,Electric,Automatic,2.7,35742,91919,Low,153496.0
X5,2015,Europe,Grey,Electric,Automatic,2.6,162231,41538,Low,59610.0
M5,2012,Asia,Grey,Hybrid,Manual,2.5,174437,67483,Low,111643.0
M5,2018,Africa,Grey,Petrol,Automatic,3.9,66057,69333,High,106595.0
3 Series,2024,Europe,Black,Petrol,Manual,3.8,75760,107292,Low,38160.0
X6,2013,Europe,Red,Diesel,Automatic,2.2,66260,74822,Low,61876.0
M5,2013,Middle East,Grey,Hybrid,Manual,3.9,68261,31724,Low,112099.0
X1,2017,Europe,Blue,Diesel,Automatic,2.5,134117,116797,High,36170.0
X5,2016,Asia,Black,Electric,Manual,2.2,126146,80908,Low,58815.0
X3,2016,Middle East,Silver,Petrol,Automatic,2.2,196740,37790,High,41215.0
i8,2019,South America,Black,Diesel,Automatic,3.6,23554,78400,Low,155079.0
X1,2020,Asia,Black,Diesel,Automatic,2.2,181105,80865,High,36488.0
X1,2014,Africa,White,Diesel,Automatic,2.1,97215,110929,Low,36684.0
X1,2024,Africa,Grey,Petrol,Manual,2.9,9565,74484,High,39811.0
3 Series,2016,Europe,Blue,Electric,Manual,4.3,16174,74880,High,36900.0
7 Series,2013,North America,Silver,Petrol,Automatic,2.1,129779,54328,Low,90611.0
M5,2017,Europe,Grey,Diesel,Automatic,1.9,185863,57622,High,105991.0
X6,2018,Europe,White,Hybrid,Manual,1.6,85099,54728,Low,61425.0
5 Series,2022,Europe,White,Hybrid,Manual,3.0,193719,103708,High,30954.0
M3,2021,Africa,Blue,Petrol,Automatic,2.5,135116,58657,Low,77919.0
X6,2012,North America,Black,Hybrid,Automatic,2.5,67957,45861,Low,60341.0
5 Series,2016,Europe,Red,Electric,Manual,4.9,13749,40853,Low,34580.0
M3,2021,North America,Red,Electric,Manual,2.2,92917,67701,High,74291.0
i3,2019,Europe,Black,Electric,Manual,3.1,191308,107955,Low,44470.0
X3,2018,Asia,Silver,Electric,Manual,5.0,104709,87873,Low,40915.0
7 Series,2011,North America,Grey,Hybrid,Automatic,3.9,63385,48146,Low,86783.0
X5,2016,Asia,Grey,Diesel,Automatic,2.8,55109,114932,Low,56884.0
M5,2024,Middle East,Grey,Petrol,Automatic,4.7,164734,67635,Low,111842.0
X3,2011,South America,Silver,Petrol,Automatic,2.9,152475,97261,High,41621.0
X3,2016,North America,Silver,Petrol,Automatic,2.3,20532,112042,Low,44136.0
5 Series,2010,Middle East,White,Diesel,Automatic,3.0,155196,110975,Low,30150.0
5 Series,2024,Middle East,Grey,Electric,Manual,4.9,165799,79174,Low,34459.0
5 Series,2012,South America,Black,Hybrid,Manual,2.5,162574,53346,Low,33527.0
5 Series,2024,Asia,Blue,Petrol,Manual,4.9,157196,80580,Low,37481.0
i3,2014,Middle East,Silver,Hybrid,Automatic,4.4,124610,60961,High,42885.0
7 Series,2023,Africa,Red,Electric,Manual,2.4,101364,99209,Low,95124.0
i3,2021,Middle East,Black,Diesel,Manual,4.3,156378,62619,Low,43175.0
M5,2023,Europe,Black,Diesel,Manual,1.7,91622,91798,High,105516.0
X5,2020,North America,Grey,Electric,Automatic,3.4,180908,76746,High,55219.0
5 Series,2015,Africa,Blue,Hybrid,Manual,2.8,54094,54459,Low,30846.0
X3,2024,North America,Blue,Hybrid,Manual,3.0,105466,58947,High,44856.0
3 Series,2018,Asia,Silver,Petrol,Manual,3.3,6678,99603,High,39776.0
7 Series,2018,Africa,Silver,Petrol,Manual,3.8,189990,49876,High,93100.0
X3,2012,North America,Silver,Hybrid,Manual,3.9,139540,100034,Low,40395.0
X1,2023,South America,Blue,Electric,Manual,4.9,165005,102309,Low,37528.0
X3,2017,North America,Blue,Petrol,Automatic,4.2,162591,107969,Low,44887.0
5 Series,2022,Asia,Red,Electric,Manual,3.9,77289,41013,Low,35915.0
X6,2013,Africa,Grey,Electric,Manual,2.9,139499,68670,Low,67678.0
